start_position,end_position,chou_fasman,emini,kolaskar_tongaonkar,parker,isoelectric_point,aromaticity,hydrophobicity,stability,target
1811,1820,1.056,0.299,1.098,-0.59,4.415710449,0.119188504,-0.318258664,36.52070161,0
2213,2222,1.128,7.198,0.93,4.68,4.415710449,0.119188504,-0.318258664,36.52070161,0
1937,1946,1.103,1.139,1.011,2.23,4.415710449,0.119188504,-0.318258664,36.52070161,0
2089,2098,0.956,2.153,0.988,3.2,4.415710449,0.119188504,-0.318258664,36.52070161,0
2223,2232,1.039,1.501,1.019,2.59,4.415710449,0.119188504,-0.318258664,36.52070161,0
1957,1966,1.022,1,1.005,1.48,4.415710449,0.119188504,-0.318258664,36.52070161,0
2339,2348,0.832,0.064,1.092,-0.8,4.415710449,0.119188504,-0.318258664,36.52070161,0
1837,1846,1.054,1.139,1.056,-0.29,4.415710449,0.119188504,-0.318258664,36.52070161,0
2275,2284,0.919,0.79,0.997,-0.27,4.415710449,0.119188504,-0.318258664,36.52070161,0
1819,1828,1.038,1.528,0.977,0.43,4.415710449,0.119188504,-0.318258664,36.52070161,0
2009,2018,1.003,1.377,1.01,1.55,4.415710449,0.119188504,-0.318258664,36.52070161,0
2205,2214,0.986,0.621,0.993,0.41,4.415710449,0.119188504,-0.318258664,36.52070161,0
1803,1812,1.126,0.865,1.022,1.63,4.415710449,0.119188504,-0.318258664,36.52070161,0
2067,2076,0.995,0.612,1.06,0.79,4.415710449,0.119188504,-0.318258664,36.52070161,0
2353,2362,1.051,1.569,1.045,1.32,4.415710449,0.119188504,-0.318258664,36.52070161,0
2199,2208,0.945,1.186,1.012,0.88,4.415710449,0.119188504,-0.318258664,36.52070161,0
1843,1852,1.114,1.322,1.066,-0.2,4.415710449,0.119188504,-0.318258664,36.52070161,0
2263,2272,1.062,2.299,0.938,2.41,4.415710449,0.119188504,-0.318258664,36.52070161,0
2333,2342,0.897,0.817,1.048,0.43,4.415710449,0.119188504,-0.318258664,36.52070161,0
19,28,1.027,2.373,0.992,4.28,6.388366699,0.1,-0.449074074,42.42987037,1
365,374,1.09,1.162,1.029,1.54,8.404602051,0.088235294,-0.467857143,42.32039916,0
165,174,0.962,0.895,0.961,1.51,8.156433105,0.074766355,-0.271495327,46.99535047,1
323,332,1.119,0.437,1,3.09,6.032165527,0.083870968,-0.475115207,45.04149309,0
94,103,0.94,0.35,1.068,2.32,6.364929199,0.103658537,-0.51402439,47.36801829,0
151,160,0.935,0.351,1.05,1.11,5.101989746,0.070610687,-0.302099237,41.70725191,0
282,291,0.951,0.361,1.051,0.16,5.101989746,0.070610687,-0.302099237,41.70725191,0
165,174,0.758,0.014,1.175,-1.53,5.101989746,0.070610687,-0.302099237,41.70725191,0
152,161,0.983,0.545,1.06,0.71,5.101989746,0.070610687,-0.302099237,41.70725191,0
97,106,0.891,0.241,1.103,-0.24,5.101989746,0.070610687,-0.302099237,41.70725191,0
464,473,0.914,3.809,0.914,5.05,5.101989746,0.070610687,-0.302099237,41.70725191,1
198,207,1.024,0.696,0.988,3.17,5.101989746,0.070610687,-0.302099237,41.70725191,0
264,273,0.909,0.104,1.002,-0.2,5.101989746,0.070610687,-0.302099237,41.70725191,0
2,11,0.941,0.159,1.032,-0.21,5.101989746,0.070610687,-0.302099237,41.70725191,0
186,195,1.004,0.505,0.97,0.7,5.101989746,0.070610687,-0.302099237,41.70725191,0
59,68,1.045,1.929,1.012,4.05,5.101989746,0.070610687,-0.302099237,41.70725191,0
416,425,0.876,0.23,1.034,2.02,5.101989746,0.070610687,-0.302099237,41.70725191,0
169,178,0.61,0.014,1.183,-4.62,5.101989746,0.070610687,-0.302099237,41.70725191,0
181,190,0.972,0.397,1.014,2.08,5.101989746,0.070610687,-0.302099237,41.70725191,0
420,429,0.965,0.423,1,2.26,5.101989746,0.070610687,-0.302099237,41.70725191,1
379,388,0.926,0.408,1.016,2.65,5.101989746,0.070610687,-0.302099237,41.70725191,0
283,292,1.031,0.597,1.031,0.95,5.101989746,0.070610687,-0.302099237,41.70725191,0
208,217,0.781,0.164,1.056,0.8,5.101989746,0.070610687,-0.302099237,41.70725191,0
331,340,0.876,0.091,1.059,-1.05,5.101989746,0.070610687,-0.302099237,41.70725191,0
80,89,0.991,0.658,1.047,0.99,5.101989746,0.070610687,-0.302099237,41.70725191,0
336,345,0.853,0.152,1.07,1.33,5.101989746,0.070610687,-0.302099237,41.70725191,0
346,355,0.929,0.943,1.003,2.46,5.101989746,0.070610687,-0.302099237,41.70725191,0
399,408,1.218,0.308,0.981,3.37,5.101989746,0.070610687,-0.302099237,41.70725191,0
310,319,0.949,0.102,1.105,-1.1,5.101989746,0.070610687,-0.302099237,41.70725191,0
325,334,1.16,0.473,1.022,0.65,5.101989746,0.070610687,-0.302099237,41.70725191,0
243,252,0.935,1.455,0.991,2.83,5.101989746,0.070610687,-0.302099237,41.70725191,0
267,276,0.999,0.392,0.98,0.89,5.101989746,0.070610687,-0.302099237,41.70725191,0
54,63,0.886,0.255,1.052,0.56,5.101989746,0.070610687,-0.302099237,41.70725191,0
367,376,0.86,0.557,1.032,3.03,5.101989746,0.070610687,-0.302099237,41.70725191,0
26,35,0.953,0.262,1.073,1.64,5.101989746,0.070610687,-0.302099237,41.70725191,0
340,349,0.843,0.622,1.047,2.33,5.101989746,0.070610687,-0.302099237,41.70725191,0
82,91,1.02,0.784,1.073,0.8,5.101989746,0.070610687,-0.302099237,41.70725191,0
314,323,0.999,0.185,1.089,1.39,5.101989746,0.070610687,-0.302099237,41.70725191,0
166,175,0.788,0.015,1.158,-2.74,5.101989746,0.070610687,-0.302099237,41.70725191,0
150,159,1.034,0.836,1.021,2.91,5.101989746,0.070610687,-0.302099237,41.70725191,0
263,272,1.008,0.248,0.973,1.6,5.101989746,0.070610687,-0.302099237,41.70725191,0
473,482,1.016,2.502,0.959,4.88,5.101989746,0.070610687,-0.302099237,41.70725191,1
382,391,0.99,0.824,0.99,3.88,5.101989746,0.070610687,-0.302099237,41.70725191,0
116,125,0.957,0.466,0.977,1.57,5.101989746,0.070610687,-0.302099237,41.70725191,0
202,211,0.94,0.126,1.062,0.86,5.101989746,0.070610687,-0.302099237,41.70725191,0
292,301,0.999,0.527,1.013,0.9,5.101989746,0.070610687,-0.302099237,41.70725191,0
65,74,1.148,2.031,0.965,4.27,5.101989746,0.070610687,-0.302099237,41.70725191,0
246,255,0.932,1.071,0.991,2.05,5.101989746,0.070610687,-0.302099237,41.70725191,0
358,367,0.838,0.193,0.991,-0.44,5.101989746,0.070610687,-0.302099237,41.70725191,0
153,162,1.073,0.533,1.041,1.07,5.101989746,0.070610687,-0.302099237,41.70725191,0
109,118,1.149,4.037,0.931,4.46,5.101989746,0.070610687,-0.302099237,41.70725191,0
318,327,1.107,0.401,1.024,2.47,5.101989746,0.070610687,-0.302099237,41.70725191,0
63,72,1.174,5.713,0.947,6.14,5.101989746,0.070610687,-0.302099237,41.70725191,0
9,18,1.138,2.994,0.951,4.82,5.101989746,0.070610687,-0.302099237,41.70725191,0
155,164,1.041,0.501,1.07,-0.12,5.101989746,0.070610687,-0.302099237,41.70725191,0
301,310,1.128,1.692,1,3.04,5.101989746,0.070610687,-0.302099237,41.70725191,0
98,107,0.899,0.414,1.081,0.33,5.101989746,0.070610687,-0.302099237,41.70725191,0
197,206,0.942,1.218,0.986,3.38,5.101989746,0.070610687,-0.302099237,41.70725191,0
381,390,0.963,0.714,0.982,4.09,5.101989746,0.070610687,-0.302099237,41.70725191,0
468,477,1.033,3.877,0.922,6.62,5.101989746,0.070610687,-0.302099237,41.70725191,0
469,478,1.105,3.739,0.923,6.84,5.101989746,0.070610687,-0.302099237,41.70725191,0
323,332,1.055,0.504,1.026,0.86,5.101989746,0.070610687,-0.302099237,41.70725191,0
217,226,1.022,0.356,0.987,2.65,5.101989746,0.070610687,-0.302099237,41.70725191,0
501,510,1.23,1.62,0.924,5.58,5.101989746,0.070610687,-0.302099237,41.70725191,0
107,116,1.108,16.315,0.913,6.16,5.101989746,0.070610687,-0.302099237,41.70725191,0
251,260,0.999,0.587,1.007,1.76,5.101989746,0.070610687,-0.302099237,41.70725191,0
87,96,1.016,0.489,1.014,1.39,5.101989746,0.070610687,-0.302099237,41.70725191,0
360,369,0.748,0.088,1.067,-1.18,5.101989746,0.070610687,-0.302099237,41.70725191,0
465,474,0.922,6.53,0.893,5.62,5.101989746,0.070610687,-0.302099237,41.70725191,1
128,137,0.958,0.941,0.956,0.96,5.101989746,0.070610687,-0.302099237,41.70725191,0
17,26,1.198,0.46,0.942,4.47,5.101989746,0.070610687,-0.302099237,41.70725191,0
278,287,0.82,0.445,1.007,1.2,5.101989746,0.070610687,-0.302099237,41.70725191,0
235,244,0.848,0.672,0.975,1.96,5.101989746,0.070610687,-0.302099237,41.70725191,0
470,479,1.078,1.513,0.953,5.26,5.101989746,0.070610687,-0.302099237,41.70725191,0
214,223,0.906,0.145,1.011,1.91,5.101989746,0.070610687,-0.302099237,41.70725191,0
418,427,0.956,0.38,1.014,2.81,5.101989746,0.070610687,-0.302099237,41.70725191,0
132,141,0.964,0.315,0.994,-0.8,5.101989746,0.070610687,-0.302099237,41.70725191,0
324,333,1.077,0.306,1.03,-0.92,5.101989746,0.070610687,-0.302099237,41.70725191,0
8,17,1.055,1.935,0.959,3.25,5.101989746,0.070610687,-0.302099237,41.70725191,0
192,201,0.823,0.67,0.997,-0.55,5.101989746,0.070610687,-0.302099237,41.70725191,0
135,144,1.089,0.358,1.027,0.28,5.101989746,0.070610687,-0.302099237,41.70725191,0
312,321,0.876,0.066,1.14,-1.68,5.101989746,0.070610687,-0.302099237,41.70725191,0
118,127,0.843,0.765,1.004,0.59,5.101989746,0.070610687,-0.302099237,41.70725191,0
57,66,0.971,0.585,1.034,1.4,5.101989746,0.070610687,-0.302099237,41.70725191,0
362,371,0.861,0.171,1.079,0.03,5.101989746,0.070610687,-0.302099237,41.70725191,0
74,83,0.736,0.051,1.135,-3.59,5.101989746,0.070610687,-0.302099237,41.70725191,0
269,278,0.914,0.372,0.995,0.44,5.101989746,0.070610687,-0.302099237,41.70725191,0
193,202,0.909,1.292,0.975,1.37,5.101989746,0.070610687,-0.302099237,41.70725191,0
199,208,1.024,0.696,0.988,3.17,5.101989746,0.070610687,-0.302099237,41.70725191,0
11,20,1.099,1.4,0.966,3.2,5.101989746,0.070610687,-0.302099237,41.70725191,0
211,220,0.965,0.183,0.977,2.22,5.101989746,0.070610687,-0.302099237,41.70725191,0
463,472,0.924,2.257,0.915,4.62,5.101989746,0.070610687,-0.302099237,41.70725191,1
415,424,0.886,0.136,1.034,1.59,5.101989746,0.070610687,-0.302099237,41.70725191,0
168,177,0.707,0.017,1.145,-3.13,5.101989746,0.070610687,-0.302099237,41.70725191,0
207,216,0.863,0.094,1.059,0.59,5.101989746,0.070610687,-0.302099237,41.70725191,0
25,34,1.059,0.35,1.022,2.58,5.101989746,0.070610687,-0.302099237,41.70725191,0
322,331,1.152,0.605,0.988,2.35,5.101989746,0.070610687,-0.302099237,41.70725191,0
213,222,1.002,0.145,1.016,2.9,5.101989746,0.070610687,-0.302099237,41.70725191,0
191,200,0.881,0.383,0.983,-0.58,5.101989746,0.070610687,-0.302099237,41.70725191,0
117,126,0.885,0.483,0.975,1.35,5.101989746,0.070610687,-0.302099237,41.70725191,0
73,82,0.778,0.032,1.106,-2.83,5.101989746,0.070610687,-0.302099237,41.70725191,0
414,423,0.976,0.134,1.015,1.95,5.101989746,0.070610687,-0.302099237,41.70725191,0
24,33,1.119,0.24,1.018,2.63,5.101989746,0.070610687,-0.302099237,41.70725191,0
72,81,0.868,0.032,1.087,-2.47,5.101989746,0.070610687,-0.302099237,41.70725191,0
413,422,0.976,0.082,1.025,1.82,5.101989746,0.070610687,-0.302099237,41.70725191,0
23,32,1.132,0.177,1.005,2.55,5.101989746,0.070610687,-0.302099237,41.70725191,0
218,227,1.046,0.356,1.004,2.47,5.101989746,0.070610687,-0.302099237,41.70725191,0
265,274,0.944,0.206,0.988,0.16,5.101989746,0.070610687,-0.302099237,41.70725191,0
3,12,1.018,0.211,1.026,0.23,5.101989746,0.070610687,-0.302099237,41.70725191,0
187,196,0.997,0.413,0.988,-0.43,5.101989746,0.070610687,-0.302099237,41.70725191,0
258,267,1.061,0.319,0.995,1.77,5.101989746,0.070610687,-0.302099237,41.70725191,0
327,336,1.122,0.48,1.032,0.25,5.101989746,0.070610687,-0.302099237,41.70725191,0
136,145,1.089,0.358,1.027,0.28,5.101989746,0.070610687,-0.302099237,41.70725191,0
307,316,0.953,0.059,1.1,-1.68,5.101989746,0.070610687,-0.302099237,41.70725191,0
41,50,1.202,1.384,0.983,5.36,5.101989746,0.070610687,-0.302099237,41.70725191,0
365,374,0.966,0.681,1.012,4.43,5.101989746,0.070610687,-0.302099237,41.70725191,0
30,39,0.941,0.206,1.093,1.38,5.101989746,0.070610687,-0.302099237,41.70725191,0
502,511,1.23,1.62,0.924,5.58,5.101989746,0.070610687,-0.302099237,41.70725191,0
353,362,0.92,0.594,0.953,0.42,5.101989746,0.070610687,-0.302099237,41.70725191,0
220,229,1.045,0.567,1.027,2.43,5.101989746,0.070610687,-0.302099237,41.70725191,0
203,212,0.89,0.109,1.067,0.38,5.101989746,0.070610687,-0.302099237,41.70725191,0
338,347,0.853,0.152,1.07,1.33,5.101989746,0.070610687,-0.302099237,41.70725191,0
276,285,0.824,0.295,1.006,1.67,5.101989746,0.070610687,-0.302099237,41.70725191,0
94,103,0.936,0.161,1.097,0.95,5.101989746,0.070610687,-0.302099237,41.70725191,0
162,171,0.982,0.035,1.107,-0.8,5.101989746,0.070610687,-0.302099237,41.70725191,0
321,330,1.181,0.814,0.992,2.35,5.101989746,0.070610687,-0.302099237,41.70725191,0
396,405,1.131,0.3,1.018,2.28,5.101989746,0.070610687,-0.302099237,41.70725191,0
397,406,1.192,0.218,0.995,2.64,5.101989746,0.070610687,-0.302099237,41.70725191,0
60,69,1.122,2.559,1.007,4.49,5.101989746,0.070610687,-0.302099237,41.70725191,0
68,77,1.055,0.288,1.049,1.46,5.101989746,0.070610687,-0.302099237,41.70725191,0
53,62,0.787,0.107,1.081,-1.24,5.101989746,0.070610687,-0.302099237,41.70725191,0
313,322,0.972,0.075,1.119,-0.19,5.101989746,0.070610687,-0.302099237,41.70725191,0
300,309,1.109,1.174,1.009,2.03,5.101989746,0.070610687,-0.302099237,41.70725191,0
106,115,1.009,6.848,0.941,4.36,5.101989746,0.070610687,-0.302099237,41.70725191,0
417,426,0.857,0.16,1.042,1.01,5.101989746,0.070610687,-0.302099237,41.70725191,0
219,228,1.033,0.482,1.017,2.55,5.101989746,0.070610687,-0.302099237,41.70725191,0
170,179,0.594,0.011,1.215,-5.2,5.101989746,0.070610687,-0.302099237,41.70725191,0
273,282,0.865,0.54,1.008,1.44,5.101989746,0.070610687,-0.302099237,41.70725191,0
315,324,0.94,0.3,1.057,0.33,5.101989746,0.070610687,-0.302099237,41.70725191,0
293,302,0.949,0.455,1.017,0.42,5.101989746,0.070610687,-0.302099237,41.70725191,0
19,28,1.078,0.103,1.009,1.87,5.101989746,0.070610687,-0.302099237,41.70725191,0
28,37,1.03,0.348,1.068,2.08,5.101989746,0.070610687,-0.302099237,41.70725191,0
254,263,0.956,0.242,1.04,0.33,5.101989746,0.070610687,-0.302099237,41.70725191,0
261,270,0.898,0.147,1.007,0,5.101989746,0.070610687,-0.302099237,41.70725191,0
182,191,1.062,0.389,0.995,2.44,5.101989746,0.070610687,-0.302099237,41.70725191,0
256,265,1.033,0.199,1.018,1.31,5.101989746,0.070610687,-0.302099237,41.70725191,0
119,128,0.857,1.529,0.98,2.29,5.101989746,0.070610687,-0.302099237,41.70725191,0
176,185,0.802,0.078,1.125,-0.66,5.101989746,0.070610687,-0.302099237,41.70725191,0
171,180,0.648,0.03,1.192,-3.83,5.101989746,0.070610687,-0.302099237,41.70725191,0
160,169,1.049,0.079,1.108,-0.19,5.101989746,0.070610687,-0.302099237,41.70725191,0
103,112,1.033,2.904,0.975,2.46,5.101989746,0.070610687,-0.302099237,41.70725191,0
180,189,0.972,0.397,1.014,2.08,5.101989746,0.070610687,-0.302099237,41.70725191,0
345,354,0.934,1.306,1.005,2.51,5.101989746,0.070610687,-0.302099237,41.70725191,0
108,117,1.19,9.323,0.915,5.95,5.101989746,0.070610687,-0.302099237,41.70725191,0
317,326,1.052,0.81,1.029,2.47,5.101989746,0.070610687,-0.302099237,41.70725191,0
206,215,0.914,0.253,1.014,1.53,5.101989746,0.070610687,-0.302099237,41.70725191,0
190,199,0.887,0.391,0.989,-0.43,5.101989746,0.070610687,-0.302099237,41.70725191,0
306,315,0.995,0.143,1.068,-0.19,5.101989746,0.070610687,-0.302099237,41.70725191,0
295,304,0.919,0.522,1.065,-0.59,5.101989746,0.070610687,-0.302099237,41.70725191,0
280,289,0.865,0.236,1.033,-0.32,5.101989746,0.070610687,-0.302099237,41.70725191,0
252,261,0.972,0.238,1.037,0.18,5.101989746,0.070610687,-0.302099237,41.70725191,0
410,419,1.054,0.264,0.998,2.83,5.101989746,0.070610687,-0.302099237,41.70725191,0
66,75,1.061,1.003,1.004,2.35,5.101989746,0.070610687,-0.302099237,41.70725191,0
111,120,0.948,0.813,0.992,2.08,5.101989746,0.070610687,-0.302099237,41.70725191,0
21,30,1.183,0.14,1.01,2.75,5.101989746,0.070610687,-0.302099237,41.70725191,0
141,150,1.108,1.924,0.999,2.78,5.101989746,0.070610687,-0.302099237,41.70725191,0
114,123,0.948,0.813,0.992,2.08,5.101989746,0.070610687,-0.302099237,41.70725191,0
274,283,0.884,0.778,0.999,2.45,5.101989746,0.070610687,-0.302099237,41.70725191,0
100,109,0.95,1.115,1.036,1.27,5.101989746,0.070610687,-0.302099237,41.70725191,0
58,67,1.009,1.169,1.027,2.92,5.101989746,0.070610687,-0.302099237,41.70725191,0
79,88,0.936,0.347,1.055,0.26,5.101989746,0.070610687,-0.302099237,41.70725191,0
398,407,1.163,0.162,0.99,2.64,5.101989746,0.070610687,-0.302099237,41.70725191,0
266,275,0.902,0.327,1.017,-0.6,5.101989746,0.070610687,-0.302099237,41.70725191,0
357,366,0.831,0.158,1.01,-1.57,5.101989746,0.070610687,-0.302099237,41.70725191,0
62,71,1.077,4.761,0.984,4.65,5.101989746,0.070610687,-0.302099237,41.70725191,0
196,205,0.9,0.502,1.018,1.89,5.101989746,0.070610687,-0.302099237,41.70725191,0
380,389,0.956,0.583,1.001,2.96,5.101989746,0.070610687,-0.302099237,41.70725191,0
467,476,0.949,2.386,0.945,5.05,5.101989746,0.070610687,-0.302099237,41.70725191,0
250,259,0.944,0.309,1.016,1.03,5.101989746,0.070610687,-0.302099237,41.70725191,0
134,143,1.089,0.358,1.027,0.28,5.101989746,0.070610687,-0.302099237,41.70725191,0
144,153,0.99,0.791,0.998,2.77,5.101989746,0.070610687,-0.302099237,41.70725191,0
167,176,0.716,0.019,1.132,-3.68,5.101989746,0.070610687,-0.302099237,41.70725191,0
364,373,0.882,0.419,1.036,2.86,5.101989746,0.070610687,-0.302099237,41.70725191,0
461,470,0.826,1.091,0.982,2.69,5.101989746,0.070610687,-0.302099237,41.70725191,1
299,308,1.073,0.494,1.047,0.69,5.101989746,0.070610687,-0.302099237,41.70725191,0
316,325,0.959,0.432,1.048,1.34,5.101989746,0.070610687,-0.302099237,41.70725191,0
78,87,0.936,0.347,1.055,0.26,5.101989746,0.070610687,-0.302099237,41.70725191,0
363,372,0.867,0.199,1.076,1.16,5.101989746,0.070610687,-0.302099237,41.70725191,0
157,166,0.984,0.112,1.14,-1.29,5.101989746,0.070610687,-0.302099237,41.70725191,0
4,13,1.005,0.286,1.04,0.31,5.101989746,0.070610687,-0.302099237,41.70725191,0
232,241,0.76,0.143,1.036,-0.9,5.101989746,0.070610687,-0.302099237,41.70725191,0
158,167,0.984,0.112,1.14,-1.29,5.101989746,0.070610687,-0.302099237,41.70725191,0
394,403,0.983,0.293,1.056,0.21,5.101989746,0.070610687,-0.302099237,41.70725191,0
188,197,0.915,0.722,0.986,-0.22,5.101989746,0.070610687,-0.302099237,41.70725191,0
289,298,1.053,1.363,1.005,1.33,5.101989746,0.070610687,-0.302099237,41.70725191,0
296,305,0.961,0.35,1.073,-0.51,5.101989746,0.070610687,-0.302099237,41.70725191,0
304,313,1.031,0.421,1.037,0.2,5.101989746,0.070610687,-0.302099237,41.70725191,0
286,295,1.114,1.119,0.995,1.61,5.101989746,0.070610687,-0.302099237,41.70725191,0
5,14,1.041,0.679,1.002,1.65,5.101989746,0.070610687,-0.302099237,41.70725191,0
284,293,1.012,0.414,1.04,-0.06,5.101989746,0.070610687,-0.302099237,41.70725191,0
247,256,0.833,0.45,1.019,0.25,5.101989746,0.070610687,-0.302099237,41.70725191,0
90,99,1.031,0.274,1.019,2.56,5.101989746,0.070610687,-0.302099237,41.70725191,0
209,218,0.871,0.161,1.037,1.16,5.101989746,0.070610687,-0.302099237,41.70725191,0
178,187,0.927,0.15,1.065,1.29,5.101989746,0.070610687,-0.302099237,41.70725191,0
75,84,0.819,0.079,1.127,-2.02,5.101989746,0.070610687,-0.302099237,41.70725191,0
229,238,0.7,0.051,1.15,-2.34,5.101989746,0.070610687,-0.302099237,41.70725191,0
237,246,0.967,0.602,0.987,2.31,5.101989746,0.070610687,-0.302099237,41.70725191,0
332,341,0.86,0.067,1.091,-1.63,5.101989746,0.070610687,-0.302099237,41.70725191,0
88,97,1.008,0.285,1.035,0.82,5.101989746,0.070610687,-0.302099237,41.70725191,0
281,290,0.859,0.231,1.027,-0.47,5.101989746,0.070610687,-0.302099237,41.70725191,0
1,10,0.941,0.182,1.005,0.29,5.101989746,0.070610687,-0.302099237,41.70725191,0
81,90,0.984,0.538,1.065,-0.14,5.101989746,0.070610687,-0.302099237,41.70725191,0
359,368,0.742,0.086,1.043,-1.81,5.101989746,0.070610687,-0.302099237,41.70725191,0
361,370,0.775,0.101,1.075,-1.39,5.101989746,0.070610687,-0.302099237,41.70725191,0
337,346,0.853,0.152,1.07,1.33,5.101989746,0.070610687,-0.302099237,41.70725191,0
240,249,1.013,1.17,0.939,3.2,5.101989746,0.070610687,-0.302099237,41.70725191,0
270,279,0.95,0.62,0.977,1.88,5.101989746,0.070610687,-0.302099237,41.70725191,0
347,356,0.977,1.462,1.013,2.06,5.101989746,0.070610687,-0.302099237,41.70725191,0
223,232,0.948,0.473,1.065,0.94,5.101989746,0.070610687,-0.302099237,41.70725191,0
233,242,0.797,0.249,1.002,0.54,5.101989746,0.070610687,-0.302099237,41.70725191,0
138,147,1.035,0.401,1.022,0.67,5.101989746,0.070610687,-0.302099237,41.70725191,0
96,105,1,0.554,1.065,1.26,5.101989746,0.070610687,-0.302099237,41.70725191,0
93,102,1.045,0.37,1.06,2.45,5.101989746,0.070610687,-0.302099237,41.70725191,0
105,114,1.069,7.631,0.928,4.54,5.101989746,0.070610687,-0.302099237,41.70725191,0
253,262,0.966,0.233,1.031,0.03,5.101989746,0.070610687,-0.302099237,41.70725191,0
344,353,0.995,1.072,0.995,2.79,5.101989746,0.070610687,-0.302099237,41.70725191,0
294,303,1.016,1.018,1.018,1.03,5.101989746,0.070610687,-0.302099237,41.70725191,0
20,29,1.183,0.227,1,2.88,5.101989746,0.070610687,-0.302099237,41.70725191,0
140,149,1.118,1.852,0.99,2.48,5.101989746,0.070610687,-0.302099237,41.70725191,0
288,297,1.066,1.635,0.981,1.38,5.101989746,0.070610687,-0.302099237,41.70725191,0
194,203,1.005,1.477,0.953,2.86,5.101989746,0.070610687,-0.302099237,41.70725191,0
241,250,1.012,0.975,0.982,2.7,5.101989746,0.070610687,-0.302099237,41.70725191,0
271,280,0.991,1.253,0.988,2.87,5.101989746,0.070610687,-0.302099237,41.70725191,0
259,268,1.048,0.432,1.009,1.85,5.101989746,0.070610687,-0.302099237,41.70725191,0
328,337,1.026,0.48,1.027,-0.74,5.101989746,0.070610687,-0.302099237,41.70725191,0
164,173,0.86,0.029,1.143,-0.95,5.101989746,0.070610687,-0.302099237,41.70725191,0
330,339,0.962,0.14,1.059,-1.05,5.101989746,0.070610687,-0.302099237,41.70725191,0
291,300,1.005,0.488,1.032,0.11,5.101989746,0.070610687,-0.302099237,41.70725191,0
154,163,1.041,0.501,1.07,-0.12,5.101989746,0.070610687,-0.302099237,41.70725191,0
86,95,1.012,0.47,1.043,0.9,5.101989746,0.070610687,-0.302099237,41.70725191,0
311,320,0.933,0.075,1.136,-1.68,5.101989746,0.070610687,-0.302099237,41.70725191,0
326,335,1.208,0.734,1.032,0.25,5.101989746,0.070610687,-0.302099237,41.70725191,0
29,38,1.043,0.43,1.062,1.96,5.101989746,0.070610687,-0.302099237,41.70725191,0
110,119,1.05,1.694,0.96,2.66,5.101989746,0.070610687,-0.302099237,41.70725191,0
143,152,0.996,0.733,1.018,1.98,5.101989746,0.070610687,-0.302099237,41.70725191,0
137,146,1.031,0.627,1.041,0.31,5.101989746,0.070610687,-0.302099237,41.70725191,0
308,317,0.898,0.119,1.105,-1.68,5.101989746,0.070610687,-0.302099237,41.70725191,0
42,51,1.105,1.153,1.021,3.87,5.101989746,0.070610687,-0.302099237,41.70725191,0
411,420,1.019,0.133,1.011,2.47,5.101989746,0.070610687,-0.302099237,41.70725191,0
319,328,1.117,0.386,1.015,2.17,5.101989746,0.070610687,-0.302099237,41.70725191,0
366,375,0.911,1.375,1.018,4.43,5.101989746,0.070610687,-0.302099237,41.70725191,0
201,210,0.978,0.251,1.055,2.38,5.101989746,0.070610687,-0.302099237,41.70725191,0
67,76,1.01,0.372,1.049,1.41,5.101989746,0.070610687,-0.302099237,41.70725191,0
255,264,0.975,0.348,1.032,1.34,5.101989746,0.070610687,-0.302099237,41.70725191,0
159,168,1.081,0.135,1.103,0.2,5.101989746,0.070610687,-0.302099237,41.70725191,0
343,352,0.937,1.877,1.009,2.82,5.101989746,0.070610687,-0.302099237,41.70725191,0
226,235,0.834,0.232,1.1,0.28,5.101989746,0.070610687,-0.302099237,41.70725191,0
348,357,0.976,1.218,1.055,1.56,5.101989746,0.070610687,-0.302099237,41.70725191,0
148,157,1.07,1.987,0.984,4.25,5.101989746,0.070610687,-0.302099237,41.70725191,1
70,79,0.935,0.107,1.087,-1.24,5.101989746,0.070610687,-0.302099237,41.70725191,0
31,40,0.844,0.172,1.131,-0.11,5.101989746,0.070610687,-0.302099237,41.70725191,0
227,236,0.832,0.193,1.089,0.2,5.101989746,0.070610687,-0.302099237,41.70725191,0
173,182,0.664,0.041,1.16,-3.25,5.101989746,0.070610687,-0.302099237,41.70725191,0
349,358,1.024,1.175,1.04,1.96,5.101989746,0.070610687,-0.302099237,41.70725191,0
309,318,0.892,0.129,1.085,-0.89,5.101989746,0.070610687,-0.302099237,41.70725191,0
149,158,1.031,0.946,1.007,2.73,5.101989746,0.070610687,-0.302099237,41.70725191,1
262,271,1.007,0.337,0.97,1.5,5.101989746,0.070610687,-0.302099237,41.70725191,0
123,132,0.924,7.196,0.897,4.61,5.101989746,0.070610687,-0.302099237,41.70725191,1
71,80,0.903,0.063,1.092,-1.63,5.101989746,0.070610687,-0.302099237,41.70725191,0
395,404,1.08,0.352,1.018,1.7,5.101989746,0.070610687,-0.302099237,41.70725191,0
189,198,0.922,0.884,0.967,0.91,5.101989746,0.070610687,-0.302099237,41.70725191,0
195,204,0.945,1.326,0.967,2.68,5.101989746,0.070610687,-0.302099237,41.70725191,0
466,475,0.994,6.297,0.894,5.84,5.101989746,0.070610687,-0.302099237,41.70725191,1
393,402,0.922,0.581,1.056,0.06,5.101989746,0.070610687,-0.302099237,41.70725191,0
290,299,1.053,1.363,1.005,1.33,5.101989746,0.070610687,-0.302099237,41.70725191,0
